"set_id";"species";"weight_category";"catches";"latitude";"longitude";"fishing_mode";"activity_date";"vessel";"id_trip";"landingdate";"ocean";"null_set";"year";"timescale";"total_catches";"sp_prop";"x";"y";"zone"
"fr.ird.t3.entities.data.Activity#1562947613512#0.018708359939065278";"BET";"-10kg";0,381069645915694;-7,81681;55,9835;"fob";"2013-04-28";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;13;0,0293130496858226;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613512#0.018708359939065278";"SKJ";NA;7,72546979709356;-7,81681;55,9835;"fob";"2013-04-28";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;13;0,594266907468735;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613512#0.018708359939065278";"YFT";"-10kg";4,89346055699075;-7,81681;55,9835;"fob";"2013-04-28";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;13;0,376420042845442;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613512#0.04696351111650332";"BET";"-10kg";0,532250220979728;-8,35014;57,8501;"fob";"2013-04-26";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;10;0,0532250220979728;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613512#0.04696351111650332";"SKJ";NA;3,7998841273225;-8,35014;57,8501;"fob";"2013-04-26";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;10;0,37998841273225;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613512#0.04696351111650332";"YFT";"-10kg";2,61338057619971;-8,35014;57,8501;"fob";"2013-04-26";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;10;0,261338057619971;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613512#0.04696351111650332";"YFT";"+10kg";3,05448507549806;-8,35014;57,8501;"fob";"2013-04-26";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;10;0,305448507549806;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613512#0.17726690143827784";"BET";"-10kg";0,732826242145565;-6,56681;49,6001;"fob";"2013-05-01";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;25;0,0293130496858226;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947613512#0.17726690143827784";"SKJ";NA;14,8566726867184;-6,56681;49,6001;"fob";"2013-05-01";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;25;0,594266907468735;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947613512#0.17726690143827784";"YFT";"-10kg";9,41050107113606;-6,56681;49,6001;"fob";"2013-05-01";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;25;0,376420042845442;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947613512#0.28288035775853326";"BET";"-10kg";0,266125110489864;-8,38347;61,1001;"fob";"2013-04-23";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;5;0,0532250220979728;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613512#0.28288035775853326";"SKJ";NA;1,89994206366125;-8,38347;61,1001;"fob";"2013-04-23";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;5;0,37998841273225;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613512#0.28288035775853326";"YFT";"-10kg";1,30669028809986;-8,38347;61,1001;"fob";"2013-04-23";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;5;0,261338057619972;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613512#0.28288035775853326";"YFT";"+10kg";1,52724253774903;-8,38347;61,1001;"fob";"2013-04-23";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;5;0,305448507549806;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613512#0.3470052899122892";"BET";"-10kg";0,11725219874329;-6,55014;49,4835;"fob";"2013-05-01";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;4;0,0293130496858225;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947613512#0.3470052899122892";"SKJ";NA;2,37706762987494;-6,55014;49,4835;"fob";"2013-05-01";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;4;0,594266907468735;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947613512#0.3470052899122892";"YFT";"-10kg";1,50568017138177;-6,55014;49,4835;"fob";"2013-05-01";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;4;0,376420042845443;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947613512#0.7917322824132362";"BET";"-10kg";2,28867595021283;-9,86681;56,5501;"fob";"2013-04-27";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;43,0000000000001;0,0532250220979726;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613512#0.7917322824132362";"SKJ";NA;16,3395017474868;-9,86681;56,5501;"fob";"2013-04-27";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;43,0000000000001;0,37998841273225;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613512#0.7917322824132362";"YFT";"-10kg";11,2375364776588;-9,86681;56,5501;"fob";"2013-04-27";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;43,0000000000001;0,261338057619971;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613512#0.7917322824132362";"YFT";"+10kg";13,1342858246417;-9,86681;56,5501;"fob";"2013-04-27";572;"fr.ird.t3.entities.data.Trip#1562947613512#0.3935881778490421";"2013-05-28";2;FALSE;2013;2;43,0000000000001;0,305448507549806;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613713#0.304906641305583";"BET";"+10kg";4,43617090703207;-4,81681;63,9835;"fsc";"2013-01-04";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;23,3129572029698;0,190287781528933;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.304906641305583";"YFT";"+10kg";18,8767862959377;-4,81681;63,9835;"fsc";"2013-01-04";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;23,3129572029698;0,809712218471067;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.4910696707365362";"BET";"+10kg";0,163913554389747;-4,48347;64,6668;"fsc";"2013-01-07";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;123,933976198728;0,00132258771498553;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.4910696707365362";"YFT";"-10kg";0;-4,48347;64,6668;"fsc";"2013-01-07";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;123,933976198728;0;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.4910696707365362";"YFT";"+10kg";123,770062644338;-4,48347;64,6668;"fsc";"2013-01-07";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;123,933976198728;0,998677412285014;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.5515820537700583";"BET";"+10kg";2,82190477951582;-4,93347;64,8668;"fsc";"2013-01-01";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;11,2504987668761;0,250824860123013;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.5515820537700583";"YFT";"+10kg";8,42859398736026;-4,93347;64,8668;"fsc";"2013-01-01";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;11,2504987668761;0,749175139876987;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.6557417752952005";"BET";"+10kg";2,2894485792895;-5,95014;63,4335;"fob";"2013-01-14";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;23;0,0995412425778043;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.6557417752952005";"YFT";"+10kg";20,7105514207105;-5,95014;63,4335;"fob";"2013-01-14";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;23;0,900458757422196;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.6766884304766759";"BET";"+10kg";1,72109232109234;-4,45014;64,6668;"fsc";"2013-01-08";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;41,3067500866438;0,0416661276300417;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.6766884304766759";"YFT";"+10kg";39,5856577655515;-4,45014;64,6668;"fsc";"2013-01-08";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;41,3067500866438;0,958333872369958;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.7523568260292696";"BET";"+10kg";2,5867460478895;-4,95014;64,9668;"fsc";"2013-01-01";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;10,3129572029697;0,250824860123013;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.7523568260292696";"YFT";"+10kg";7,72621115508023;-4,95014;64,9668;"fsc";"2013-01-01";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;10,3129572029697;0,749175139876987;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.8838747074521772";"BET";"+10kg";3,5951036484641;-4,45014;64,7168;"fsc";"2013-01-08";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;41,8349404968199;0,0859354311436724;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.8838747074521772";"YFT";"+10kg";38,2398368483558;-4,45014;64,7168;"fsc";"2013-01-08";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;41,8349404968199;0,914064568856328;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.9011637977391561";"BET";"+10kg";8,53580704219646;-4,78347;63,9668;"fsc";"2013-01-05";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;60;0,142263450703274;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.9011637977391561";"YFT";"+10kg";51,4641929578035;-4,78347;63,9668;"fsc";"2013-01-05";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;60;0,857736549296726;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.9510757709872528";"BET";"+10kg";5,64380955903164;-5,01681;64,9168;"fsc";"2013-01-01";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;22,5009975337521;0,250824860123013;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.9510757709872528";"YFT";"+10kg";16,8571879747205;-5,01681;64,9168;"fsc";"2013-01-01";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;22,5009975337521;0,749175139876987;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.9981804502661639";"BET";"+10kg";5,40601112672442;-4,76681;63,8335;"fsc";"2013-01-05";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;38;0,142263450703274;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613713#0.9981804502661639";"YFT";"+10kg";32,5939888732756;-4,76681;63,8335;"fsc";"2013-01-05";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;38;0,857736549296726;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947613714#0.16288270720192977";"BET";"+10kg";1,92326252732527;-7,91681;56,8168;"fsc";"2013-01-23";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;21;0,091583929872632;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613714#0.16288270720192977";"YFT";"+10kg";19,0767374726747;-7,91681;56,8168;"fsc";"2013-01-23";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;21;0,908416070127368;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613714#0.16699124410149158";"BET";"+10kg";1,28217501821684;-7,86681;57,6168;"fsc";"2013-01-21";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;14;0,0915839298726312;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613714#0.16699124410149158";"YFT";"+10kg";12,7178249817832;-7,86681;57,6168;"fsc";"2013-01-21";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;14;0,908416070127369;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613714#0.3429498430146428";"BET";"+10kg";1,09900715847158;-8,06681;57,8168;"fsc";"2013-01-22";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;12;0,0915839298726318;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613714#0.3429498430146428";"YFT";"+10kg";10,9009928415284;-8,06681;57,8168;"fsc";"2013-01-22";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;12;0,908416070127368;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613714#0.522625188730518";"BET";"+10kg";0,457919649363159;-7,78347;56,9668;"fsc";"2013-01-23";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;5;0,0915839298726318;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947613714#0.522625188730518";"YFT";"+10kg";4,54208035063684;-7,78347;56,9668;"fsc";"2013-01-23";600;"fr.ird.t3.entities.data.Trip#1562947613713#0.7520528761082289";"2013-01-24";2;FALSE;2013;1;5;0,908416070127368;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614639#0.18403554247888554";"SKJ";NA;6,42494396281278;0,333472;54,9668;"fob";"2013-05-11";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;14;0,458924568772341;55;5;"348"
"fr.ird.t3.entities.data.Activity#1562947614639#0.18403554247888554";"YFT";"-10kg";7,57505603718722;0,333472;54,9668;"fob";"2013-05-11";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;14;0,541075431227659;55;5;"348"
"fr.ird.t3.entities.data.Activity#1562947614639#0.18403554247888554";"YFT";"+10kg";0;0,333472;54,9668;"fob";"2013-05-11";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;14;0;55;5;"348"
"fr.ird.t3.entities.data.Activity#1562947614639#0.31061605865274966";"SKJ";NA;0,917849137544683;-0,233472;54,0168;"fob";"2013-05-10";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;2;0,458924568772341;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614639#0.31061605865274966";"YFT";"-10kg";1,08215086245532;-0,233472;54,0168;"fob";"2013-05-10";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;2;0,541075431227659;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614639#0.31061605865274966";"YFT";"+10kg";0;-0,233472;54,0168;"fob";"2013-05-10";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;2;0;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614639#0.35400394807361923";"BET";"-10kg";0,5353838360012;-4,35014;49,3501;"fob";"2013-05-05";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;14,9889070355564;0,0357186707964211;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947614639#0.35400394807361923";"SKJ";NA;5,03437146005703;-4,35014;49,3501;"fob";"2013-05-05";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;14,9889070355564;0,335873152599758;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947614639#0.35400394807361923";"YFT";"-10kg";3,07687673520943;-4,35014;49,3501;"fob";"2013-05-05";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;14,9889070355564;0,205276924322135;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947614639#0.35400394807361923";"YFT";"+10kg";6,34227500428876;-4,35014;49,3501;"fob";"2013-05-05";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;14,9889070355564;0,423131252281686;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947614639#0.35534764927024454";"SKJ";NA;4,58924568772341;0,666806;54,3168;"fob";"2013-05-12";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;10;0,458924568772341;55;5;"348"
"fr.ird.t3.entities.data.Activity#1562947614639#0.35534764927024454";"YFT";"-10kg";5,41075431227659;0,666806;54,3168;"fob";"2013-05-12";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;10;0,541075431227659;55;5;"348"
"fr.ird.t3.entities.data.Activity#1562947614639#0.35534764927024454";"YFT";"+10kg";0;0,666806;54,3168;"fob";"2013-05-12";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;10;0;55;5;"348"
"fr.ird.t3.entities.data.Activity#1562947614639#0.6099744049273379";"BET";"-10kg";0,356922557334133;-9,25014;42,2835;"fob";"2013-05-03";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;9,99260469037095;0,035718670796421;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947614639#0.6099744049273379";"SKJ";NA;3,35624764003802;-9,25014;42,2835;"fob";"2013-05-03";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;9,99260469037095;0,335873152599758;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947614639#0.6099744049273379";"YFT";"-10kg";2,05125115680629;-9,25014;42,2835;"fob";"2013-05-03";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;9,99260469037095;0,205276924322135;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947614639#0.6099744049273379";"YFT";"+10kg";4,22818333619251;-9,25014;42,2835;"fob";"2013-05-03";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;9,99260469037095;0,423131252281686;45;-5;"311"
"fr.ird.t3.entities.data.Activity#1562947614639#0.9938807521711778";"SKJ";NA;13,7677370631702;-0,350139;53,4335;"fob";"2013-05-09";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;30;0,45892456877234;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614639#0.9938807521711778";"YFT";"-10kg";16,2322629368298;-0,350139;53,4335;"fob";"2013-05-09";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;30;0,54107543122766;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614639#0.9938807521711778";"YFT";"+10kg";0;-0,350139;53,4335;"fob";"2013-05-09";600;"fr.ird.t3.entities.data.Trip#1562947614637#0.9503518296205323";"2013-05-14";2;FALSE;2013;2;30;0;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.06558695701739004";"BET";"+10kg";5,0521214087498;-4,90014;65,0501;"fsc";"2013-01-05";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;37,9445879003688;0,133144716764751;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947614883#0.06558695701739004";"YFT";"+10kg";32,892466491619;-4,90014;65,0501;"fsc";"2013-01-05";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;37,9445879003688;0,866855283235249;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947614883#0.10735802788141546";"BET";"+10kg";3,15757588046862;-4,88347;64,2835;"fsc";"2013-01-06";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;23,7153674377305;0,133144716764751;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947614883#0.10735802788141546";"YFT";"+10kg";20,5577915572619;-4,88347;64,2835;"fsc";"2013-01-06";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;23,7153674377305;0,866855283235249;65;-5;"313"
"fr.ird.t3.entities.data.Activity#1562947614883#0.3513815985077028";"YFT";"+10kg";15;-8,10014;56,6001;"fsc";"2013-01-23";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;15;1;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.42211957476622164";"BET";"+10kg";4,46334854172258;-7,80014;56,8501;"fsc";"2013-01-26";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;40;0,111583713543065;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.42211957476622164";"YFT";"+10kg";35,5366514582774;-7,80014;56,8501;"fsc";"2013-01-26";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;40;0,888416286456935;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.4694003713709999";"YFT";"-10kg";0;-7,28347;57,7668;"fsc";"2013-01-27";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;50;0;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.4694003713709999";"YFT";"+10kg";50;-7,28347;57,7668;"fsc";"2013-01-27";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;50;1;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.47880942917107827";"YFT";"-10kg";0;-5,98347;57,8335;"fsc";"2013-01-31";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;90;0;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.47880942917107827";"YFT";"+10kg";90;-5,98347;57,8335;"fsc";"2013-01-31";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;90;1;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.6540179659463531";"YFT";"-10kg";0;-6,03347;57,8668;"fob";"2013-01-30";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;20;0;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.6540179659463531";"YFT";"+10kg";20;-6,03347;57,8668;"fob";"2013-01-30";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;20;1;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.6670122857696961";"YFT";"+10kg";15;-7,95014;56,7835;"fsc";"2013-01-22";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;15;1;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.7031567819490188";"YFT";"+10kg";20;-8,11681;56,6168;"fsc";"2013-01-23";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;20;1;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.9670818041206615";"YFT";"-10kg";0;-6;57,8335;"fsc";"2013-01-30";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;50;0;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.9670818041206615";"YFT";"+10kg";50;-6;57,8335;"fsc";"2013-01-30";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;50;1;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.9893008926889849";"BET";"+10kg";3,90542997400726;-7,23347;57,7335;"fsc";"2013-01-27";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;55;0,071007817709223;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.9893008926889849";"YFT";"-10kg";0;-7,23347;57,7335;"fsc";"2013-01-27";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;55;0;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614883#0.9893008926889849";"YFT";"+10kg";51,0945700259927;-7,23347;57,7335;"fsc";"2013-01-27";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;55;0,928992182290777;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614884#0.30063726499346166";"BET";"-10kg";0,518699404493218;-6,03347;58,0501;"fob";"2013-02-02";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;20;0,0259349702246609;55;-5;"312"
"fr.ird.t3.entities.data.Activity#1562947614884#0.30063726499346166";"BET";"+10kg";0,307057190979029;-6,03347;58,0501;"fob";"2013-02-02";693;"fr.ird.t3.entities.data.Trip#1562947614882#0.8203883184027269";"2013-02-04";2;FALSE;2013;1;20;0,0153528595489515;55;-5;"312"
